Pokemon,Trainer,Level,Move 1,Move 2,Move 3,Move 4
Torkoal,Team Magma Grunt,74,Fire Blast,Solar Beam,Explosion,Shell Smash
Tornadus,Aqua Admin Shelly [Boss],64,Acrobatics,Knock Off,Heat Wave,Grass Knot
Torterra,Camper Branden,44,Wood Hammer,Earthquake,Leech Seed,Protect
Torterra,Psychic Alix,95,Wood Hammer,Earthquake,Head Smash,Stealth Rock
Toucannon,Winstrate Victor,43,Boomburst,Drill Peck,Bullet Seed,Supersonic
Toucannon,Cool Trainer Gerald,53,Brave Bird,Overheat,Bullet Seed,Rock Blast
Toucannon,Bird Keeper Presley [Double Battle With Expert Auron],84,Brave Bird,Bullet Seed,Rock Blast,Tailwind
Toucannon,Triathlete Chase [Double Battle With Triathlete Allison],88,Brave Bird,Heat Wave,Bullet Seed,Tailwind
Toxapex,Team Magma Grunt,76,Liquidation,Venoshock,Toxic,Recover
Toxicroak,Psychic Brandi [Double Battle With Battle Girl Aisha],27,Poison Jab,Wake Up Slap,Knock Off,Fake Out
Toxicroak,Pokemon Trainer May [Double] [Boss],65,Gunk Shot,Cross Chop,Vacuum Wave,Fake Out
Toxicroak,Team Aqua Grunt [Double Battle With Team Aqua Grunt],75,Sludge Bomb,Aura Sphere,Fake Out,Helping Hand
Toxicroak,Bird Keeper Camden [Double Battle With Battle Girl Donny],87,Sludge Bomb,Aura Sphere,Fake Out,Detect
Toxicroak,Team Aqua Grunt,87,Sludge Bomb,Vacuum Wave,Dark Pulse,Nasty Plot
Toxicroak,Swimmer♀ Katie,88,Gunk Shot,Cross Chop,Sucker Punch,Swords Dance
Toxicroak,Lass Andrea [Double Battle With Beauty Connie],90,Focus Blast,Gunk Shot,Stone Edge,Acupressure
Toxicroak,Twins Miu & Yuki [Double],95,Close Combat,Poison Jab,Knock Off,Fake Out
Toxtricity,Pokemon Breeder Lydia,26,Shock Wave,Drain Punch,Payback,Shift Gear
Toxtricity,Guitarist Kirk,32,Sludge Bomb,Overdrive,Venoshock,Hyper Voice
Toxtricity,Guitarist Dalton,60,Overdrive,Nuzzle,Hidden Power Grass,Substitute
Trapinch,Ruin Maniac Garrison [Double Battle With Tuber Jani],65,High Horsepower,First Impression,Quick Attack,Protect
Trapinch,Team Magma Grunt,80,Earthquake,Crunch,Leech Life,Swagger
Trevenant,Camper Merc,52,Horn Leech,Shadow Claw,Substitute,Will O Wisp
Trevenant,Cool Trainer Quincy,93,Poltergeist,Horn Leech,Leech Seed,Substitute
Tropius,Bird Keeper Robert,69,Air Slash,Earthquake,Leech Seed,Substitute
Tropius,Psychic Jacki [Double Battle With Bird Keeper Alberto],96,Hurricane,Grass Knot,Helping Hand,Tailwind
Tsareena,Battle Girl Luna,28,Trop Kick,Knock Off,Low Kick,Synthesis
Tsareena,Pokemon Trainer May [Boss],36,Trop Kick,Knock Off,Triple Axel,Low Kick
Tsareena,Pokemon Trainer May [Boss],36,Trop Kick,Knock Off,Triple Axel,Low Kick
Tsareena,Beauty Johanna,58,Power Whip,High Jump Kick,Knock Off,Triple Axel
Tsareena,Cool Trainer Carolina [Double Battle With Sailor Cory],64,Power Whip,Zen Headbutt,Low Kick,Flail
Tsareena,Lass Andrea [Double Battle With Beauty Connie],90,Power Whip,Triple Axel,Acupressure,Protect
Turtonator,Battle Girl Luna,27,Heat Crash,Heavy Slam,Protect,Will O Wisp
Turtonator,Kindler Hayden,34,Dragon Pulse,Fire Spin,Explosion,Earthquake
Turtonator,Kindler Cole,53,Overheat,Dragon Claw,Heat Crash,Shell Smash
Turtonator,Expert Donald,60,Dragon Claw,Explosion,Heavy Slam,Curse
Turtonator,Team Magma Grunt,75,Flamethrower,Dragon Pulse,Explosion,Shell Smash
Turtonator,Team Magma Grunt,76,Draco Meteor,Overheat,Scorching Sands,Protect
Turtonator,Swimmer♂ Dean,86,Flamethrower,Dragon Pulse,Scorching Sands,Shell Smash
Turtonator,Cool Trainer Halle,94,Heat Crash,Explosion,Body Press,Curse
Typhlosion,Collector Edwin,38,Eruption,Flamethrower,Focus Blast,Wild Charge
Typhlosion,Rich Boy Santos,45,Eruption,,,
Typhlosion_Hisuian,Swimmer♀ Carlee [Double Battle With Swimmer♂ Harrison],90,Fire Blast,Heat Wave,Shadow Ball,Protect
Tyranitar,Cool Trainer Cristin,70,Stone Edge,Pursuit,Earthquake,Counter
Tyranitar,Magma Admin Tabitha,89,Crunch,Low Kick,Heavy Slam,Taunt
Tyranitar,Triathlete Pablo,89,Stone Edge,Crunch,Pursuit,Heavy Slam
Tyranitar,Cool Trainer Felix,93,Stone Edge,Crunch,Pursuit,Stealth Rock
Tyrantrum,Ruin Maniac Chip,69,Head Smash,Scale Shot,Earthquake,Substitute
Tyrantrum,Magma Admin Courtney,86,Head Smash,Scale Shot,Close Combat,Rock Polish
Tyrunt,Youngster Josh,23,Rock Slide,Breaking Swipe,Stomping Tantrum,Aerial Ace
Umbreon,Hex Maniac Leah,73,Foul Play,Payback,Baton Pass,Curse
Unfezant,Triathlete Benjamin,35,Dual Wingbeat,Quick Attack,Night Slash,Focus Energy
Ursaluna,Fisherman Roger [Double Battle With Black Belt Koji],89,High Horsepower,Body Slam,Body Press,Bulk Up
Ursaluna,Sis And Bro Reli & Ian [Double],89,Return,High Horsepower,Stone Edge,Payback
Ursaluna,Black Belt Koichi,95,Earthquake,Facade,Retaliate,Crunch
Ursaring,Cool Trainer Jennifer [Double Battle With Battle Girl Callie],69,Facade,Retaliate,Gunk Shot,High Horsepower
Ursaring,Team Magma Grunt,75,Facade,Earthquake,Crunch,Protect
Urshifu,Elite Four Sidney,100,Close Combat,Wicked Blow,Sucker Punch,Swords Dance
Urshifu,Elite Four Sidney [Double],100,Close Combat,Wicked Blow,Reversal,Detect
Urshifu_Rapid_Strike_Style,Aqua Leader Archie [Boss],76,Close Combat,Surging Strikes,Poison Jab,Detect
Vanilluxe,Cool Trainer Brooke,45,Blizzard,Freeze Dry,Ice Shard,Explosion
Vaporeon,Fisherman Claude,49,Scald,Ice Beam,Baton Pass,Substitute
Vaporeon,Swimmer♀ Tisha,88,Scald,Acid Armor,Baton Pass,Rest
Venomoth,Psychic Jaclyn,34,Bug Buzz,Sludge Bomb,Energy Ball,Psychic
Venomoth,Camper Flint [Double Battle With Bird Keeper Edwardo],69,Bug Buzz,Sludge Bomb,Quiver Dance,Sleep Powder
Venomoth,Psychic Virgil [Double Battle With Gentleman Nate],85,Bug Buzz,Sludge Bomb,Quiver Dance,Sleep Powder
Venusaur,Kindler Bryant [Double Battle With Aroma Lady Shayla],51,Petal Blizzard,Sludge Bomb,Earthquake,Weather Ball
Venusaur,Pokemon Trainer Chelle,77,Sludge Bomb,Giga Drain,Stomping Tantrum,Sleep Powder
Venusaur,Swimmer♂ Zappator,88,Solar Beam,Earth Power,Weather Ball,Growth
Venusaur,Cool Trainer Edgar,95,Solar Beam,Earthquake,Weather Ball,Growth
Venusaur,Cool Trainer Hope [Double Battle With Cool Trainer Albert],95,Sludge Bomb,Giga Drain,Earthquake,Sleep Powder
Vespiquen,Pokemon Trainer Chelle [Boss],31,Attack Order,Dual Wingbeat,Power Gem,Hidden Power Grass
Vibrava,Bug Maniac James,21,Stomping Tantrum,Breaking Swipe,Bug Bite,Roost
Victini,Magma Admin Tabitha,78,V Create,Psychic,Bolt Strike,Energy Ball
Victreebel,Pokéfan Isabel [Double Battle With Pokéfan Kaleb],37,Belch,Leaf Blade,Poison Jab,Sleep Powder
Victreebel,Magma Admin Tabitha,53,Solar Blade,Gunk Shot,Weather Ball,Sleep Powder
Victreebel,Sis And Bro Reli & Ian [Double],90,Solar Blade,Gunk Shot,Weather Ball,Sleep Powder
Vikavolt,Bird Keeper Coby,46,Bug Buzz,Charge Beam,Energy Ball,Agility
Vikavolt,Bird Keeper Perry [Double Battle With Bird Keeper Chester],60,Thunderbolt,Bug Buzz,Electroweb,Energy Ball
Vikavolt,Bird Keeper Robert,69,Bug Buzz,Thunderbolt,Solar Beam,Guillotine
Vikavolt,Bird Keeper Camden [Double Battle With Battle Girl Donny],86,Thunderbolt,Bug Buzz,Electroweb,Roost
Vikavolt,Pokemon Trainer Wally,94,Thunderbolt,Bug Buzz,Energy Ball,Sticky Web
Vileplume,Camper Tyron [Double Battle With Aroma Lady Celina],33,Sludge Bomb,Giga Drain,Sleep Powder,Strength Sap
Vivillon,Bug Catcher Jose,24,Bug Buzz,Air Slash,Quiver Dance,Roost
Vivillon_Elegant,Bug Maniac Jeffrey,73,Air Slash,Energy Ball,Electroweb,Endeavor
Vivillon_Garden,Cool Trainer Wendy [Double Battle With Cool Trainer Braxton],95,Pollen Puff,Rage Powder,Sleep Powder,Stun Spore
Vivillon_Modern,Bug Maniac Jeffrey,73,Bug Buzz,Air Slash,Psychic,Quiver Dance
Vivillon_Sun,Bug Maniac Jeffrey,73,Hurricane,Bug Buzz,Quiver Dance,Sleep Powder
Volbeat,Battle Girl Vivian,32,Bug Buzz,Discharge,Baton Pass,Tail Glow
Volcarona,Leader Winona [Boss],69,Bug Buzz,Fiery Dance,Psychic,Quiver Dance
Volcarona,Swimmer♀ Carlee [Double Battle With Swimmer♂ Harrison],90,Heat Wave,Bug Buzz,Giga Drain,Quiver Dance
Volcarona,Hex Maniac Gongas,95,Bug Buzz,Fiery Dance,Giga Drain,Quiver Dance
Wailord,Ninja Boy Takashi [Double Battle With Psychic Dayton],62,Water Spout,Surf,Explosion,
Wailord,Swimmer♂ Cranberry,84,Water Spout,Hydro Pump,Self Destruct,
Walrein,Team Aqua Grunt,62,Liquidation,Freeze Dry,Body Press,Curse
Walrein,Team Aqua Grunt,78,Blizzard,Scald,Substitute,Toxic
Walrein,Lass Pearl,89,Blizzard,Scald,Freeze Dry,Substitute
Walrein,Cool Trainer Katelynn,93,Ice Beam,Scald,Whirlpool,Super Fang
Watchog,Camper Tyron [Double Battle With Aroma Lady Celina],33,Hyper Fang,Iron Tail,Aqua Tail,Revenge
Weavile,Pokemon Trainer May [Boss],36,Night Slash,Pursuit,Icicle Spear,Low Kick
Weavile,Team Aqua Grunt,62,Knock Off,Pursuit,Triple Axel,Psycho Cut
Weavile,Pokemon Trainer May [Boss],72,Knock Off,Ice Shard,Pursuit,Triple Axel
Weavile,Pokemon Trainer May [Boss],72,Knock Off,Ice Shard,Pursuit,Triple Axel
Weavile,Triathlete Aubrey,82,Pursuit,Triple Axel,Psycho Cut,Low Kick
Weavile,Team Magma Grunt Zerk,86,Night Slash,Ice Shard,Low Kick,Swords Dance
Weavile,Cool Trainer Halle,95,Knock Off,Triple Axel,Low Kick,Swords Dance
Weedle,Fisherman Bill,16,Bug Bite,,,
Weezing,Cool Trainer Tammy [Double Battle With Bug Maniac Cale],72,Sludge Bomb,Fire Blast,Assurance,Protect
Weezing_Galarian,Ninja Boy Lao,45,Strange Steam,Venoshock,Flamethrower,Toxic
Weezing_Galarian,Kindler Cole,54,Play Rough,Explosion,Payback,Overheat
Weezing_Galarian,Cool Trainer Tammy [Double Battle With Bug Maniac Cale],71,Gunk Shot,Strange Steam,Assurance,Protect
Weezing_Galarian,Team Magma Grunt,77,Misty Explosion,Sludge Wave,Strange Steam,Fire Blast
Weezing_Galarian,Team Magma Grunt,85,Sludge Bomb,Flamethrower,Protect,Will O Wisp
Weezing_Galarian,Expert Mollie [Double Battle With Expert Conor],90,Sludge Bomb,Strange Steam,Fire Blast,Will O Wisp
Whimsicott,Lass Janice,24,Energy Ball,Dazzling Gleam,Nature Power,Grass Whistle
Whimsicott,Cool Trainer Shannon,93,Energy Ball,Hurricane,Weather Ball,Grass Whistle
Whimsicott,Old Couple John & Jay [Double],94,Moonblast,Encore,Grass Whistle,Tailwind
Whirlipede,Team Aqua Grunt [Boss],16,Venoshock,Poison Tail,Pin Missile,Rollout
Whiscash,Hiker Lenny,51,Earthquake,Aqua Tail,Bounce,Dragon Dance
Whiscash,Swimmer♀ Rose [Double Battle With Swimmer♂ Deandre],58,Aqua Tail,Stomping Tantrum,Zen Headbutt,Dragon Dance
Whiscash,Lady Brianna,89,Earthquake,Waterfall,Zen Headbutt,Dragon Dance
Wigglytuff,Picnicker Diana,52,Self Destruct,Moonblast,Grass Knot,Sing
Wingull,Sailor Edmond,13,Water Pulse,Air Cutter,Shock Wave,Rain Dance
Wobbuffet,Magma Leader Maxie [Boss],53,Counter,Mirror Coat,Destiny Bond,Encore
Wobbuffet,Hex Maniac Valerie,73,Counter,Mirror Coat,Destiny Bond,Encore
Wobbuffet,Team Aqua Grunt,80,Counter,Mirror Coat,Destiny Bond,Encore
Wobbuffet,Triathlete Darren,94,Counter,Mirror Coat,Destiny Bond,Encore
Wobbuffet,Ninja Boy Jack,95,Counter,Mirror Coat,Destiny Bond,Encore
Wormadam,Bug Maniac Brent,70,Leaf Storm,Bug Buzz,Psychic,Giga Drain
Wormadam_Sandy_Cloak,Bug Maniac Brent,70,Earthquake,Rock Blast,Infestation,Fissure
Wormadam_Trash_Cloak,Bug Maniac Brent,70,Iron Head,Infestation,Protect,Metal Burst
Wurmple,Fisherman Bill,15,Bug Bite,,,
Wyrdeer,Bird Keeper Josue [Double Battle With Ruin Maniac Andres],64,Psychic,Hyper Voice,Light Screen,Reflect
Wyrdeer,Ninja Boy Jack,95,Psychic,Megahorn,Throat Chop,Thunder Wave
Wyrdeer,Psychic Jacki [Double Battle With Bird Keeper Alberto],95,Psychic,Megahorn,Thunder,Earthquake
Xatu,Psychic Jaclyn,33,Extrasensory,Drill Peck,Heat Wave,Light Screen
Xurkitree,Magma Admin Courtney,87,Thunderbolt,Grass Knot,Hypnosis,Substitute
Yanma,Triathlete Mikey,9,Acrobatics,Sonic Boom,,
Yanmega,Cool Trainer Randall,39,Bug Buzz,Air Slash,Giga Drain,Detect
Yanmega,Bird Keeper Jared,67,Bug Buzz,Air Slash,U Turn,
Yanmega,Pokémaniac Mark,72,Bug Buzz,Air Slash,Ancient Power,Hypnosis
Yanmega,Magma Admin Tabitha,77,Air Slash,Giga Drain,Hidden Power Fire,Detect
Yanmega,Cool Trainer Katelynn,93,Bug Buzz,Air Slash,Hypnosis,Substitute
Yanmega,Black Belt Koichi,95,Hurricane,Bug Buzz,U Turn,
Yveltal,Elite Four Sidney,100,Dark Pulse,Oblivion Wing,Heat Wave,Roost
Zangoose,Collector Hector,51,Facade,Close Combat,Night Slash,Detect
Zangoose,Tuber Simon,57,Last Resort,Retaliate,,
Zangoose,Bug Catcher Davis,94,Quick Attack,Close Combat,Night Slash,Belly Drum
Zapdos,Aqua Leader Archie [Boss],90,Hurricane,Thunder,Weather Ball,Roost
Zapdos_Galarian,Pokemon Trainer May [Boss],73,Brave Bird,Thunderous Kick,Throat Chop,Bulk Up
Zarude,Magma Leader Maxie [Boss],54,Power Whip,Darkest Lariat,U Turn,Low Kick
Zebstrika,Battle Girl Vivian,32,Thunderbolt,Flamethrower,Signal Beam,Low Kick
Zebstrika,Triathlete Julio,53,Zing Zap,Overheat,Low Kick,Light Screen
Zebstrika,Cool Trainer Jennifer [Double Battle With Battle Girl Callie],70,Zing Zap,High Horsepower,Low Kick,Magnet Rise
Zebstrika,Team Magma Grunt,84,Zing Zap,Overheat,High Horsepower,Low Kick
Zekrom,Elite Four Drake [Double],100,Draco Meteor,Bolt Strike,Scale Shot,Protect
Zeraora,Leader Wattson [Boss],35,Plasma Fists,Close Combat,Knock Off,Grass Knot
Zoroark,Triathlete Jasmine,35,Night Daze,Knock Off,Flamethrower,Sludge Bomb
Zoroark,Ninja Boy Keigo,70,Night Daze,Flamethrower,Aura Sphere,Nasty Plot
Zoroark,Team Magma Grunt,75,Pursuit,Fire Blast,Focus Blast,Sludge Bomb
Zoroark,Team Magma Grunt,75,Night Daze,Fire Blast,Grass Knot,Nasty Plot
Zoroark,Leader Tate [Boss],86,Night Daze,Pursuit,Sludge Bomb,Aura Sphere
Zoroark,Team Aqua Grunt,87,Night Daze,Aura Sphere,Extrasensory,Nasty Plot
Zoroark,Ninja Boy Jack,95,Sucker Punch,Knock Off,Low Kick,Swords Dance
Zoroark_Hisuian,Cool Trainer Caroline,95,Hyper Voice,Flamethrower,Grass Knot,Nasty Plot
Zoroark_Hisuian,Elite Four Phoebe,100,Shadow Ball,Flamethrower,U Turn,Grass Knot
Zygarde_10,Leader Roxanne [Boss],23,Thousand Arrows,Dragon Claw,Extreme Speed,Skitter Smack
Zygarde_50_Power_Construct,Elite Four Drake,100,Thousand Arrows,Dragon Claw,Coil,Glare
Zygarde_50_Power_Construct,Elite Four Drake [Double],100,Thousand Waves,Breaking Swipe,Extreme Speed,Coil
